node_id	parent_id	mutations
ROOT	ROOT	
1	ROOT	mut3,mut8,mut9,mut10,mut11,mut12,mut13,mut14,mut15,mut17,mut18,mut20,mut21,mut23,mut24,mut25,mut27,mut28,mut32,mut34,mut35,mut36,mut38,mut41,mut42,mut43,mut44,mut45,mut47,mut48,mut49,mut50,mut51,mut55,mut56,mut57,mut58,mut59,mut60,mut62,mut63,mut64,mut65,mut66,mut67,mut68,mut69,mut71,mut72,mut73,mut74,mut75,mut76,mut79,mut81,mut82,mut83,mut85,mut88,mut89,mut91,mut93,mut94,mut95,mut96,mut97,mut99,mut100,mut101,mut103,mut105,mut106,mut107,mut110,mut111,mut112,mut113,mut114,mut115,mut116,mut117,mut120,mut122,mut125,mut127,mut129,mut130,mut132,mut134,mut135,mut136,mut138,mut140,mut143,mut144,mut146,mut150,mut151,mut152,mut153,mut154,mut155,mut156,mut157,mut159,mut160,mut161,mut162,mut164,mut165,mut167,mut168,mut169,mut172,mut173,mut175,mut176,mut180,mut181,mut182,mut183,mut184,mut185,mut187,mut188,mut191,mut192,mut193,mut194,mut199,mut200,mut202,mut203,mut204,mut205,mut206,mut208,mut210,mut211,mut212,mut213,mut215,mut216,mut218,mut219,mut222,mut228,mut229,mut230,mut231,mut232,mut233,mut234,mut236,mut237,mut239,mut240,mut241,mut242,mut243,mut244,mut245,mut246,mut249,mut250,mut251,mut252,mut253,mut255,mut257,mut258,mut259,mut260,mut264,mut269,mut273,mut275,mut276,mut279,mut280,mut281,mut282,mut283,mut284,mut285,mut286,mut288,mut289,mut290,mut291
2	ROOT	mut5,mut6,mut7,mut22,mut29,mut39,mut53,mut92,mut118,mut124,mut128,mut131,mut139,mut142,mut148,mut149,mut158,mut170,mut171,mut174,mut177,mut186,mut201,mut217,mut221,mut224,mut226,mut235,mut248,mut263,mut265,mut268,mut271,mut272,mut274,mut277
3	1	mut2,mut4,mut19,mut26,mut30,mut40,mut46,mut77,mut78,mut84,mut98,mut123,mut126,mut147,mut178,mut189,mut196,mut214,mut220,mut262,mut270
5	1	mut37,mut70,mut80,mut102,mut133,mut190,mut197,mut209,mut227,mut238,mut256,mut287
6	5	mut16,mut54,mut86,mut87,mut90,mut104,mut109,mut137,mut266
7	ROOT	mut31,mut33,mut61,mut108,mut119,mut121,mut145,mut198,mut261
4	7	mut0,mut1,mut52,mut141,mut163,mut166,mut179,mut195,mut207,mut223,mut225,mut247,mut254,mut267,mut278
