node_id	parent_id	labels
1	ROOT	mut0,mut2,mut4,mut8,mut15,mut17,mut21,mut28,mut40,mut44,mut45,mut46,mut47,mut49,mut51,mut54,mut57,mut70,mut71,mut72,mut74,mut75,mut78,mut83,mut85,mut86,mut89,mut92,mut93,mut97,mut98,mut105,mut108,mut109,mut112,mut116,mut119,mut126,mut129,mut135,mut136,mut139,mut141,mut142,mut144,mut157,mut161,mut163,mut166,mut169,mut172,mut177,mut179,mut180,mut183,mut190,mut193,mut198
2	1	mut6,mut18,mut19,mut24,mut25,mut27,mut32,mut34,mut37,mut41,mut48,mut63,mut64,mut65,mut77,mut82,mut96,mut117,mut123,mut125,mut138,mut143,mut145,mut150,mut152,mut153,mut154,mut156,mut160,mut164,mut170,mut175,mut176,mut184,mut192
4	1	mut42,mut50,mut59,mut69,mut130,mut147,mut151,mut165,mut181,mut194,mut195
7	4	mut13,mut36,mut87,mut104,mut128,mut133,mut137,mut159,mut186
6	1	mut10,mut12,mut14,mut29,mut81,mut110,mut121,mut131,mut140
