node_id	parent_id	mutations
ROOT	None	
1	ROOT	mut0,mut6,mut8,mut12,mut19,mut20,mut23,mut27,mut29,mut36,mut43,mut50,mut53,mut55,mut59,mut62,mut63,mut64,mut69,mut70,mut72,mut78,mut80,mut85,mut87,mut89,mut90,mut98,mut99,mut101,mut103,mut104,mut120,mut121,mut122,mut123,mut130,mut138,mut140,mut148,mut150,mut156,mut157,mut160,mut164,mut170,mut171,mut173,mut174,mut175,mut183,mut185,mut187,mut191,mut192,mut201,mut217,mut220,mut222,mut230,mut232,mut233,mut235,mut240,mut242,mut243,mut244,mut251,mut253,mut254,mut261,mut263,mut266,mut269,mut271,mut272,mut274,mut276,mut278,mut281,mut287,mut297,mut298,mut299,mut300,mut303,mut304,mut314,mut318,mut319,mut339,mut340,mut341,mut346,mut349,mut350,mut357,mut360,mut367,mut370,mut371,mut372,mut383,mut386,mut387,mut393,mut395,mut397,mut399,mut400,mut401,mut403,mut409,mut414,mut430,mut431,mut433,mut435,mut436,mut437,mut443,mut446,mut450,mut451,mut452,mut456,mut462,mut463,mut465,mut467,mut469,mut471,mut473,mut478
6	1	mut37,mut48,mut54,mut61,mut75,mut96,mut105,mut145,mut162,mut163,mut190,mut213,mut226,mut229,mut282,mut284,mut290,mut307,mut308,mut368,mut369,mut376,mut382,mut388,mut390,mut406
5	6	mut13,mut16,mut34,mut40,mut41,mut51,mut56,mut76,mut82,mut83,mut100,mut115,mut118,mut133,mut193,mut199,mut203,mut205,mut207,mut212,mut258,mut260,mut264,mut273,mut296,mut301,mut322,mut329,mut337,mut338,mut347,mut379,mut396,mut410,mut420,mut422,mut428,mut442,mut458,mut468,mut480,mut483
2	6	mut2,mut4,mut7,mut9,mut11,mut14,mut17,mut22,mut24,mut25,mut30,mut35,mut42,mut49,mut52,mut65,mut68,mut74,mut79,mut86,mut93,mut102,mut108,mut116,mut117,mut125,mut127,mut128,mut134,mut141,mut143,mut144,mut146,mut152,mut154,mut172,mut177,mut178,mut179,mut180,mut184,mut188,mut196,mut200,mut215,mut219,mut225,mut234,mut239,mut246,mut248,mut249,mut252,mut267,mut268,mut288,mut289,mut292,mut293,mut295,mut302,mut311,mut315,mut320,mut323,mut327,mut328,mut331,mut342,mut345,mut354,mut358,mut359,mut378,mut380,mut381,mut391,mut402,mut408,mut411,mut413,mut415,mut416,mut417,mut418,mut429,mut432,mut445,mut453,mut464,mut472,mut477,mut482
12	2	mut204,mut245,mut247,mut255,mut259,mut364,mut479
13	5	mut45,mut119,mut151,mut155,mut210,mut216,mut221
8	13	mut26,mut77,mut88,mut91,mut111,mut241,mut291,mut294,mut316,mut324,mut343,mut344,mut365,mut476
7	8	mut44,mut81,mut110,mut124,mut137,mut139,mut153,mut158,mut165,mut176,mut214,mut224,mut231,mut265,mut283,mut305,mut310,mut351,mut361,mut375,mut389,mut394,mut407,mut425,mut439
3	1	mut1,mut3,mut5,mut15,mut18,mut28,mut31,mut32,mut33,mut38,mut39,mut47,mut58,mut66,mut67,mut73,mut84,mut92,mut95,mut106,mut129,mut132,mut135,mut142,mut147,mut161,mut181,mut182,mut186,mut195,mut202,mut208,mut209,mut218,mut223,mut227,mut228,mut256,mut257,mut270,mut280,mut306,mut312,mut317,mut321,mut332,mut333,mut335,mut356,mut362,mut366,mut373,mut377,mut384,mut392,mut398,mut404,mut412,mut424,mut440,mut444,mut447,mut449,mut454,mut457,mut459,mut461,mut466,mut470,mut475
4	13	mut21,mut46,mut57,mut60,mut71,mut94,mut97,mut107,mut109,mut112,mut113,mut114,mut131,mut136,mut149,mut159,mut166,mut167,mut168,mut169,mut189,mut194,mut198,mut206,mut211,mut236,mut237,mut238,mut275,mut279,mut285,mut286,mut309,mut326,mut330,mut334,mut348,mut352,mut353,mut355,mut363,mut385,mut419,mut421,mut423,mut426,mut438,mut441,mut448,mut455,mut460,mut474,mut481
11	12	mut10,mut250,mut262,mut313,mut325,mut336,mut427,mut434
15	7	mut126,mut197,mut277,mut374,mut405
