node_id	parent_id	mutations
ROOT	ROOT	
1	ROOT	mut0,mut2,mut3,mut4,mut5,mut7,mut10,mut11,mut12,mut13,mut15,mut16,mut18,mut19,mut20,mut21,mut26,mut28,mut32,mut33,mut34,mut42,mut44,mut48,mut54,mut55,mut58,mut59,mut61,mut62,mut67,mut68,mut69,mut70,mut74,mut77,mut78,mut80,mut83,mut84,mut85,mut88,mut89,mut92,mut96,mut97,mut101,mut105,mut109,mut113,mut115,mut116,mut117,mut124,mut125,mut127,mut130,mut131,mut135,mut139,mut141,mut144,mut148,mut150,mut154,mut155,mut156,mut157,mut158,mut160,mut162,mut165,mut168,mut169,mut172,mut173,mut174,mut175,mut176,mut177,mut181,mut182,mut183,mut184,mut185,mut186,mut187,mut188,mut191,mut195,mut196,mut200,mut202,mut205,mut207,mut208,mut210,mut215,mut216,mut217,mut218,mut219,mut221,mut222,mut223,mut225,mut227,mut228,mut229,mut231,mut232,mut235,mut236,mut237,mut238,mut239,mut240,mut242,mut247,mut248,mut249,mut256,mut257,mut258,mut259,mut261,mut265,mut266,mut267,mut268,mut269,mut270,mut271,mut272,mut274,mut275,mut276,mut277,mut278,mut285,mut286,mut288,mut289,mut290,mut291,mut295,mut297,mut298,mut299,mut302,mut303,mut304,mut305,mut307,mut312,mut313,mut314,mut316,mut317,mut319,mut320,mut324,mut329,mut331,mut334,mut336,mut338,mut339,mut342,mut343,mut344,mut345,mut346,mut350,mut354,mut355,mut356,mut359,mut362,mut364,mut365,mut367,mut369,mut370,mut371,mut373,mut374,mut375,mut379,mut381,mut382,mut384,mut387,mut388,mut391,mut392,mut393,mut400,mut401,mut403,mut405,mut411,mut418,mut419,mut421,mut422,mut424,mut425,mut427,mut428,mut431,mut432,mut433,mut436,mut447,mut449,mut451,mut452,mut456,mut458,mut459,mut460,mut466,mut471,mut473,mut476,mut478,mut479,mut484,mut485,mut486,mut492,mut494,mut495,mut497,mut499,mut500,mut505,mut506,mut509,mut511,mut513,mut517,mut520,mut521,mut522,mut525,mut529,mut532,mut534,mut536,mut539,mut541,mut544,mut547,mut548,mut549,mut551,mut553,mut555,mut557,mut560,mut561,mut563,mut564,mut567,mut568,mut569,mut570,mut572,mut574,mut576,mut577,mut578,mut584,mut586,mut587,mut588,mut589,mut591,mut594,mut596,mut597,mut600,mut601,mut602,mut606,mut607,mut610,mut611,mut614,mut615,mut617,mut618,mut619,mut621,mut624,mut626,mut627,mut628,mut630,mut635,mut639,mut645,mut650,mut651,mut656,mut659,mut660,mut661,mut666,mut668,mut670,mut672,mut681,mut682,mut687,mut695,mut698,mut699,mut701,mut703,mut704,mut706,mut707,mut709,mut711,mut713,mut714,mut715,mut717,mut719,mut721,mut724,mut726,mut729,mut730,mut731,mut732,mut735,mut736,mut739,mut740,mut742,mut743,mut744,mut745,mut747,mut749,mut750,mut751,mut755,mut756,mut761,mut763,mut764,mut768,mut769,mut771,mut772,mut778,mut783,mut785,mut788,mut791,mut793,mut794,mut796,mut801,mut804,mut805,mut807,mut808,mut810,mut811,mut812,mut814,mut815,mut818,mut819,mut820,mut821,mut824,mut825,mut826,mut828,mut829,mut831,mut834,mut835,mut836,mut839,mut840,mut841,mut845,mut846,mut851,mut852,mut854,mut855,mut857,mut860,mut861,mut862,mut864,mut865,mut869,mut871,mut872,mut876,mut877,mut885,mut886,mut890,mut895,mut901,mut903,mut904,mut906,mut911,mut924,mut929,mut930,mut935,mut937,mut938,mut939,mut945,mut947,mut950,mut952,mut955,mut956,mut958,mut959,mut963,mut964,mut966,mut971,mut973,mut975,mut978,mut980,mut984,mut985,mut986,mut989,mut993,mut994,mut995,mut996,mut1000,mut1002,mut1003,mut1009,mut1013,mut1014,mut1018,mut1021,mut1022,mut1024,mut1027,mut1028,mut1029,mut1032,mut1033,mut1034,mut1036,mut1043,mut1064,mut1065,mut1066,mut1067,mut1068,mut1072,mut1077,mut1079,mut1080,mut1081,mut1083,mut1084,mut1087,mut1088,mut1093,mut1100,mut1112,mut1114,mut1116,mut1119,mut1121,mut1124,mut1125,mut1127,mut1129,mut1130,mut1131,mut1132,mut1133,mut1136,mut1138,mut1141,mut1142,mut1145,mut1146,mut1151,mut1152,mut1155,mut1157,mut1158,mut1160,mut1161,mut1163,mut1165,mut1167,mut1169,mut1170,mut1174,mut1175,mut1177,mut1180,mut1181,mut1182,mut1183,mut1186,mut1187,mut1192,mut1194,mut1198,mut1200,mut1206,mut1208,mut1209,mut1211,mut1213,mut1215,mut1218,mut1221,mut1222,mut1224,mut1225,mut1226,mut1229,mut1236,mut1237,mut1238,mut1240,mut1245,mut1248,mut1253,mut1256,mut1257,mut1259,mut1265,mut1266,mut1271,mut1272,mut1275,mut1278,mut1280,mut1281,mut1282,mut1283,mut1285,mut1288,mut1291,mut1292,mut1293,mut1295,mut1297,mut1298,mut1300,mut1302,mut1304,mut1305,mut1314,mut1315,mut1316,mut1317,mut1318,mut1319,mut1320,mut1322,mut1327,mut1330,mut1332,mut1334,mut1337,mut1338,mut1349,mut1350,mut1354,mut1355,mut1356,mut1361,mut1363,mut1365,mut1367,mut1368,mut1369,mut1370,mut1371,mut1374,mut1377,mut1382,mut1384,mut1391,mut1392,mut1393,mut1395,mut1396,mut1402,mut1403,mut1408,mut1410,mut1411,mut1413,mut1416,mut1418,mut1419,mut1423,mut1424,mut1427,mut1429,mut1431,mut1432,mut1434,mut1441,mut1445,mut1448,mut1449,mut1451,mut1453,mut1454,mut1457,mut1458,mut1460,mut1461,mut1467,mut1469,mut1472,mut1474,mut1481,mut1483,mut1485,mut1488,mut1491,mut1503,mut1518,mut1519,mut1522,mut1527,mut1528,mut1530,mut1533,mut1536,mut1537,mut1539,mut1541,mut1546,mut1549,mut1554,mut1555,mut1559,mut1563,mut1565,mut1566,mut1567,mut1578,mut1580,mut1582,mut1583,mut1586,mut1588,mut1593,mut1594,mut1598,mut1600,mut1601,mut1604,mut1608,mut1609,mut1610,mut1614,mut1616,mut1619,mut1620,mut1621,mut1623,mut1626,mut1629,mut1631,mut1634,mut1639,mut1641,mut1642,mut1643,mut1644,mut1646,mut1652,mut1653,mut1655,mut1668,mut1672,mut1673,mut1676,mut1677,mut1685,mut1687,mut1690,mut1691,mut1692,mut1699,mut1701,mut1702,mut1703,mut1710,mut1711,mut1714,mut1715,mut1716,mut1717,mut1722,mut1723,mut1725,mut1726,mut1727,mut1731,mut1732,mut1736,mut1737,mut1740,mut1743,mut1744,mut1745,mut1747,mut1754,mut1757,mut1758,mut1760,mut1763,mut1765,mut1766,mut1768,mut1770,mut1771,mut1772,mut1776,mut1785,mut1787,mut1790,mut1795,mut1797,mut1799,mut1800,mut1801,mut1803,mut1804,mut1805,mut1809,mut1816,mut1817,mut1818,mut1821,mut1823,mut1825,mut1827,mut1828
2	ROOT	mut1,mut6,mut9,mut24,mut30,mut31,mut40,mut43,mut50,mut53,mut56,mut72,mut95,mut103,mut106,mut107,mut111,mut114,mut118,mut119,mut120,mut122,mut132,mut134,mut138,mut140,mut142,mut143,mut159,mut163,mut189,mut190,mut193,mut212,mut213,mut220,mut243,mut244,mut245,mut264,mut281,mut287,mut300,mut301,mut308,mut309,mut311,mut321,mut322,mut325,mut327,mut328,mut349,mut352,mut357,mut358,mut360,mut361,mut372,mut380,mut390,mut395,mut407,mut410,mut413,mut415,mut416,mut417,mut441,mut442,mut445,mut446,mut453,mut454,mut461,mut462,mut463,mut464,mut477,mut514,mut519,mut526,mut538,mut542,mut552,mut562,mut580,mut585,mut595,mut604,mut608,mut609,mut612,mut629,mut636,mut653,mut674,mut679,mut680,mut684,mut686,mut689,mut712,mut722,mut741,mut746,mut752,mut760,mut762,mut767,mut770,mut774,mut776,mut813,mut823,mut830,mut849,mut858,mut875,mut884,mut888,mut893,mut898,mut907,mut908,mut917,mut918,mut922,mut934,mut941,mut946,mut961,mut965,mut969,mut970,mut974,mut977,mut979,mut992,mut997,mut999,mut1015,mut1055,mut1057,mut1069,mut1070,mut1078,mut1090,mut1091,mut1092,mut1097,mut1106,mut1107,mut1110,mut1120,mut1128,mut1137,mut1144,mut1149,mut1159,mut1172,mut1176,mut1184,mut1189,mut1193,mut1214,mut1220,mut1232,mut1234,mut1252,mut1254,mut1261,mut1267,mut1279,mut1299,mut1329,mut1339,mut1340,mut1341,mut1342,mut1343,mut1352,mut1353,mut1357,mut1360,mut1373,mut1385,mut1388,mut1399,mut1401,mut1404,mut1412,mut1422,mut1437,mut1438,mut1439,mut1440,mut1450,mut1452,mut1455,mut1456,mut1463,mut1473,mut1475,mut1482,mut1489,mut1494,mut1495,mut1496,mut1498,mut1502,mut1507,mut1512,mut1513,mut1516,mut1517,mut1523,mut1525,mut1526,mut1529,mut1531,mut1532,mut1538,mut1542,mut1544,mut1545,mut1547,mut1571,mut1576,mut1577,mut1579,mut1595,mut1599,mut1605,mut1628,mut1645,mut1649,mut1651,mut1656,mut1666,mut1671,mut1674,mut1680,mut1698,mut1707,mut1712,mut1719,mut1720,mut1735,mut1738,mut1751,mut1761,mut1781,mut1794,mut1807,mut1808,mut1811,mut1829
3	ROOT	mut35,mut41,mut45,mut47,mut49,mut60,mut64,mut75,mut91,mut99,mut112,mut136,mut149,mut166,mut192,mut211,mut230,mut233,mut250,mut251,mut273,mut293,mut294,mut296,mut315,mut340,mut420,mut430,mut440,mut448,mut455,mut472,mut481,mut483,mut489,mut498,mut504,mut515,mut533,mut623,mut657,mut692,mut718,mut782,mut798,mut806,mut853,mut856,mut870,mut878,mut879,mut880,mut882,mut883,mut887,mut889,mut919,mut921,mut928,mut931,mut932,mut948,mut949,mut954,mut962,mut998,mut1001,mut1008,mut1026,mut1031,mut1041,mut1044,mut1052,mut1053,mut1054,mut1058,mut1073,mut1104,mut1148,mut1154,mut1156,mut1164,mut1196,mut1201,mut1205,mut1227,mut1241,mut1270,mut1273,mut1274,mut1276,mut1277,mut1290,mut1303,mut1325,mut1364,mut1378,mut1379,mut1380,mut1383,mut1386,mut1387,mut1398,mut1406,mut1446,mut1470,mut1476,mut1478,mut1506,mut1587,mut1589,mut1602,mut1630,mut1632,mut1638,mut1640,mut1650,mut1661,mut1667,mut1669,mut1688,mut1700,mut1730,mut1733,mut1741,mut1746,mut1753,mut1783,mut1784,mut1786,mut1806,mut1820
5	3	mut14,mut25,mut76,mut145,mut151,mut171,mut204,mut209,mut224,mut333,mut337,mut351,mut363,mut389,mut412,mut439,mut507,mut508,mut535,mut543,mut573,mut593,mut644,mut648,mut655,mut658,mut677,mut725,mut773,mut781,mut786,mut787,mut789,mut844,mut848,mut866,mut915,mut926,mut927,mut972,mut1006,mut1007,mut1025,mut1048,mut1059,mut1060,mut1143,mut1173,mut1178,mut1195,mut1207,mut1231,mut1242,mut1255,mut1311,mut1326,mut1346,mut1375,mut1389,mut1390,mut1464,mut1480,mut1524,mut1543,mut1568,mut1572,mut1573,mut1592,mut1596,mut1636,mut1657,mut1659,mut1678,mut1689,mut1695,mut1704,mut1708,mut1749,mut1780,mut1791,mut1813,mut1819,mut1824,mut1826
8	1	mut8,mut38,mut39,mut66,mut71,mut87,mut108,mut147,mut179,mut201,mut252,mut283,mut318,mut397,mut402,mut426,mut457,mut470,mut475,mut490,mut527,mut565,mut579,mut652,mut654,mut662,mut669,mut688,mut700,mut727,mut822,mut874,mut957,mut1004,mut1005,mut1019,mut1039,mut1063,mut1071,mut1115,mut1118,mut1150,mut1203,mut1228,mut1268,mut1294,mut1345,mut1409,mut1428,mut1430,mut1444,mut1466,mut1471,mut1514,mut1520,mut1553,mut1557,mut1575,mut1617,mut1637,mut1663,mut1679,mut1705,mut1792
4	8	mut17,mut29,mut63,mut86,mut93,mut104,mut133,mut161,mut164,mut180,mut194,mut199,mut254,mut255,mut279,mut292,mut326,mut332,mut366,mut423,mut443,mut469,mut474,mut516,mut518,mut546,mut575,mut598,mut605,mut663,mut664,mut673,mut708,mut710,mut777,mut784,mut792,mut797,mut800,mut803,mut817,mut842,mut868,mut896,mut909,mut910,mut920,mut923,mut925,mut943,mut953,mut982,mut987,mut988,mut991,mut1011,mut1012,mut1016,mut1030,mut1037,mut1050,mut1082,mut1117,mut1126,mut1139,mut1147,mut1162,mut1166,mut1199,mut1202,mut1204,mut1217,mut1230,mut1233,mut1247,mut1263,mut1269,mut1306,mut1308,mut1323,mut1331,mut1344,mut1347,mut1362,mut1372,mut1400,mut1420,mut1425,mut1477,mut1479,mut1500,mut1505,mut1509,mut1556,mut1558,mut1560,mut1562,mut1564,mut1612,mut1613,mut1615,mut1633,mut1635,mut1654,mut1664,mut1682,mut1739,mut1750,mut1755,mut1764,mut1775,mut1815
10	3	mut37,mut46,mut65,mut126,mut152,mut284,mut341,mut378,mut396,mut409,mut438,mut450,mut468,mut488,mut493,mut510,mut531,mut590,mut613,mut637,mut642,mut720,mut723,mut802,mut832,mut838,mut843,mut881,mut894,mut905,mut912,mut933,mut936,mut960,mut983,mut1076,mut1085,mut1089,mut1135,mut1153,mut1191,mut1244,mut1251,mut1264,mut1284,mut1312,mut1335,mut1397,mut1405,mut1415,mut1426,mut1433,mut1462,mut1487,mut1584,mut1597,mut1607,mut1627,mut1683,mut1684,mut1756,mut1762
11	1	mut73,mut94,mut121,mut146,mut167,mut241,mut262,mut323,mut330,mut348,mut414,mut465,mut480,mut501,mut550,mut582,mut592,mut616,mut625,mut633,mut646,mut665,mut675,mut676,mut691,mut728,mut753,mut757,mut809,mut827,mut967,mut968,mut1023,mut1045,mut1051,mut1094,mut1095,mut1111,mut1122,mut1140,mut1212,mut1359,mut1468,mut1504,mut1574,mut1581,mut1591,mut1603,mut1665,mut1670,mut1734,mut1778,mut1779,mut1789,mut1796
14	ROOT	mut27,mut52,mut170,mut178,mut306,mut310,mut467,mut524,mut528,mut540,mut545,mut554,mut556,mut559,mut583,mut640,mut649,mut667,mut678,mut690,mut696,mut734,mut748,mut754,mut867,mut951,mut1056,mut1123,mut1168,mut1190,mut1436,mut1443,mut1465,mut1499,mut1511,mut1515,mut1521,mut1534,mut1540,mut1551,mut1585,mut1618,mut1681,mut1694,mut1759
