node_id	parent_id	labels
2	ROOT	mut2,mut4,mut7,mut9,mut11,mut14,mut17,mut22,mut24,mut25,mut30,mut35,mut42,mut49,mut52,mut65,mut68,mut74,mut79,mut86,mut93,mut102,mut108,mut116,mut117,mut125,mut127,mut128,mut134,mut141,mut143,mut144,mut146,mut152,mut154,mut172,mut177,mut178,mut179,mut180,mut184,mut188,mut196,mut200,mut215,mut219,mut225,mut234,mut239,mut246,mut248,mut249,mut252,mut267,mut268,mut288,mut289,mut292,mut293,mut295,mut302,mut311,mut315,mut320,mut323,mut327,mut328,mut331,mut342,mut345,mut354,mut358,mut359,mut378,mut380,mut381,mut391,mut402,mut408,mut411,mut413,mut415,mut416,mut417,mut418,mut429,mut432,mut445,mut453,mut464,mut472,mut477,mut482
8	ROOT	mut26,mut77,mut88,mut91,mut111,mut241,mut291,mut294,mut316,mut324,mut343,mut344,mut365,mut476
7	8	mut44,mut81,mut110,mut124,mut137,mut139,mut153,mut158,mut165,mut176,mut214,mut224,mut231,mut265,mut283,mut305,mut310,mut351,mut361,mut375,mut389,mut394,mut407,mut425,mut439
3	ROOT	mut1,mut3,mut5,mut15,mut18,mut28,mut31,mut32,mut33,mut38,mut39,mut47,mut58,mut66,mut67,mut73,mut84,mut92,mut95,mut106,mut129,mut132,mut135,mut142,mut147,mut161,mut181,mut182,mut186,mut195,mut202,mut208,mut209,mut218,mut223,mut227,mut228,mut256,mut257,mut270,mut280,mut306,mut312,mut317,mut321,mut332,mut333,mut335,mut356,mut362,mut366,mut373,mut377,mut384,mut392,mut398,mut404,mut412,mut424,mut440,mut444,mut447,mut449,mut454,mut457,mut459,mut461,mut466,mut470,mut475
4	ROOT	mut21,mut46,mut57,mut60,mut71,mut94,mut97,mut107,mut109,mut112,mut113,mut114,mut131,mut136,mut149,mut159,mut166,mut167,mut168,mut169,mut189,mut194,mut198,mut206,mut211,mut236,mut237,mut238,mut275,mut279,mut285,mut286,mut309,mut326,mut330,mut334,mut348,mut352,mut353,mut355,mut363,mut385,mut419,mut421,mut423,mut426,mut438,mut441,mut448,mut455,mut460,mut474,mut481
