node_id	parent_id	mutations
ROOT	ROOT	
1	ROOT	mut0,mut1,mut2,mut4,mut5,mut6,mut7,mut8,mut9,mut10,mut11,mut14,mut15,mut18,mut19,mut20,mut21,mut23,mut24,mut25,mut26,mut27,mut28,mut30,mut31,mut32,mut33,mut34,mut37,mut39,mut40,mut41,mut42,mut43,mut44,mut45,mut46,mut47,mut48,mut49,mut50,mut51,mut52,mut53,mut54,mut55,mut57,mut58,mut59,mut60,mut62,mut63,mut64,mut65,mut66,mut67,mut70,mut71,mut72,mut73,mut74,mut75,mut76,mut77,mut79,mut80,mut82,mut83,mut84,mut85,mut86,mut87,mut88,mut89,mut90,mut91,mut92,mut93,mut94,mut95,mut96,mut97,mut98,mut99,mut100,mut101,mut102,mut103,mut104,mut105,mut106,mut107,mut108,mut109,mut110,mut111,mut112,mut113,mut114,mut115,mut116,mut117,mut119,mut121,mut122,mut124,mut126,mut127,mut128,mut129,mut130,mut132,mut133,mut134,mut136,mut137,mut139,mut140,mut141,mut142,mut143,mut144,mut145,mut146,mut147,mut148,mut149,mut150,mut152,mut153,mut154,mut155,mut156,mut157,mut158,mut159,mut161,mut162,mut163,mut164,mut165,mut166,mut167,mut168,mut169,mut170,mut171,mut172,mut173,mut174,mut175,mut176,mut179,mut180,mut182,mut183,mut184,mut185,mut186,mut187,mut188,mut189,mut190,mut192,mut193,mut194,mut195,mut196,mut197,mut198,mut199,mut200,mut201,mut202,mut203,mut204,mut205,mut206,mut207,mut208,mut209,mut210,mut211,mut212,mut213,mut214,mut215,mut216,mut217,mut218,mut219,mut220,mut221,mut222,mut223,mut224,mut225,mut226,mut227,mut228,mut229,mut231,mut232,mut233,mut234,mut235,mut237,mut238,mut239,mut240,mut241,mut242,mut243,mut244,mut245,mut246,mut247,mut248,mut250,mut252,mut253,mut254,mut255,mut256,mut257,mut258,mut259,mut260,mut261,mut262,mut263,mut264,mut265,mut266,mut267,mut269,mut270,mut271,mut272,mut274,mut275,mut277,mut278,mut279,mut280,mut281,mut282,mut283,mut284,mut286,mut287,mut288,mut289,mut290,mut291,mut292,mut293,mut294,mut296,mut297,mut298,mut299,mut300,mut301,mut302,mut303,mut304,mut305,mut307,mut308,mut309,mut310,mut311,mut312,mut313,mut314,mut315,mut316,mut318,mut319,mut320,mut321,mut322,mut323,mut324,mut325,mut326,mut328,mut329,mut330,mut331,mut332,mut333,mut334,mut335,mut336,mut337,mut338,mut339,mut340,mut341,mut342,mut343,mut344,mut345,mut346,mut347,mut348,mut349,mut350,mut351,mut352,mut353,mut354,mut355,mut356,mut357,mut358,mut359,mut360,mut361,mut363,mut364,mut365,mut366,mut367,mut368,mut370,mut371,mut372,mut373,mut374,mut375,mut376,mut377,mut378,mut379,mut380,mut381,mut382,mut384,mut385,mut386,mut387,mut388,mut389,mut390,mut391,mut392,mut393,mut394,mut395,mut396,mut397,mut398,mut399,mut400,mut401,mut402,mut404,mut406,mut407,mut408,mut410,mut412,mut413,mut414,mut415,mut416,mut417,mut418,mut419,mut420,mut421,mut422,mut423,mut424,mut426,mut427,mut428,mut429,mut430,mut431,mut432,mut433,mut434,mut435,mut437,mut438,mut439,mut440,mut441,mut442,mut443,mut444,mut445,mut446,mut447,mut449,mut450,mut451,mut452,mut453,mut454,mut456,mut457,mut458,mut459,mut460,mut461,mut462,mut463,mut464,mut465,mut466,mut467,mut468,mut469,mut470,mut471,mut472,mut473,mut474,mut475,mut476,mut477,mut480,mut481,mut482,mut483,mut484,mut485,mut486,mut487,mut489,mut491,mut493,mut494,mut495,mut496,mut497,mut498,mut499,mut500,mut501,mut502,mut503,mut504,mut505,mut506,mut507,mut508,mut509,mut510,mut511,mut512,mut513,mut515,mut516,mut517,mut518,mut519,mut520,mut521,mut523,mut525,mut526,mut527,mut528,mut531,mut532,mut533,mut534,mut535,mut536,mut537,mut538,mut539,mut540,mut541,mut542,mut543,mut544,mut545,mut546,mut547,mut548,mut549,mut550,mut551,mut553,mut554,mut555,mut556,mut557,mut558,mut559,mut560,mut561,mut563,mut564,mut565,mut566,mut568,mut569,mut570,mut571,mut572,mut573,mut574,mut576,mut577,mut578,mut579,mut580,mut581,mut582,mut583,mut584,mut585,mut586,mut587,mut588,mut590,mut591,mut592,mut593,mut594,mut595,mut597,mut599,mut600,mut601,mut602,mut603,mut604,mut606,mut607,mut609,mut610,mut611,mut612,mut613,mut614,mut615,mut616,mut617,mut618,mut619,mut620,mut621,mut622,mut623,mut624,mut625,mut626,mut627,mut628,mut629,mut630,mut631,mut632,mut633,mut634,mut635,mut636,mut637,mut638,mut639,mut640,mut642,mut643,mut644,mut645,mut646,mut647,mut648,mut649,mut650,mut651,mut652,mut653,mut654,mut655,mut656,mut657,mut658,mut659,mut660,mut661,mut662,mut664,mut665,mut667,mut668,mut669,mut670,mut671,mut672,mut673,mut674,mut675,mut676,mut677,mut678,mut679,mut680,mut681,mut682,mut683,mut684,mut685,mut687,mut688,mut690,mut691,mut692,mut693,mut694,mut695,mut696,mut697,mut698,mut699,mut700,mut701,mut702,mut703,mut704,mut705,mut706,mut707,mut708,mut709,mut710,mut711,mut712,mut713,mut714,mut715,mut716,mut717,mut718,mut719,mut720,mut721,mut722,mut723,mut724,mut725,mut726,mut727,mut728,mut729,mut730,mut731,mut732,mut733,mut734,mut736,mut737,mut738,mut739,mut741,mut742,mut743,mut744,mut745,mut746,mut747,mut748,mut749,mut750,mut751,mut752,mut753,mut754,mut755,mut756,mut757,mut758,mut759,mut760,mut761,mut762,mut763,mut764,mut765,mut766,mut767,mut768,mut769,mut770,mut771,mut772,mut774,mut775,mut776,mut777,mut778,mut779,mut780,mut781,mut782,mut783,mut784,mut785,mut786,mut787,mut788,mut789,mut790,mut791,mut792,mut793,mut795,mut796,mut797,mut798,mut799,mut800,mut803,mut804,mut805,mut806,mut807,mut808,mut809,mut810,mut811,mut812,mut813,mut814,mut815,mut816,mut817,mut818,mut819,mut820,mut822,mut823,mut824,mut826,mut827,mut828,mut829,mut830,mut832,mut834,mut835,mut836,mut837,mut838,mut839,mut840,mut841,mut842,mut843,mut844,mut845,mut846,mut847,mut849,mut850,mut851,mut852,mut853,mut854,mut855,mut856,mut857,mut858,mut859,mut860,mut861,mut862,mut863,mut864,mut865,mut866,mut867,mut868,mut869,mut870,mut871,mut872,mut873,mut874,mut875,mut876,mut877,mut879,mut880,mut881,mut882,mut883,mut884,mut885,mut886,mut887,mut888,mut889,mut890,mut891,mut892,mut893,mut894,mut895,mut897,mut898,mut899,mut900,mut901,mut903,mut904,mut905,mut906,mut907,mut908,mut910,mut911,mut912,mut913,mut914,mut915,mut917,mut918,mut919,mut920,mut921,mut922,mut923,mut924,mut925,mut926,mut927,mut928,mut929,mut930,mut931,mut932,mut933,mut934,mut935,mut936,mut938,mut939,mut940,mut942,mut943,mut944,mut945,mut946,mut947,mut948,mut949,mut950,mut951,mut952,mut953,mut954,mut955,mut956,mut957,mut958,mut959,mut960,mut961,mut962,mut963,mut964,mut965,mut966,mut967,mut968,mut969,mut971,mut972,mut973,mut974,mut975,mut976,mut977,mut978,mut979,mut980,mut981,mut982,mut983,mut984,mut985,mut986,mut987,mut988,mut989,mut990,mut991,mut992,mut993,mut994,mut995,mut996,mut997,mut998,mut999,mut1000,mut1001,mut1002,mut1003,mut1004,mut1005,mut1006,mut1007,mut1008,mut1009,mut1010,mut1012,mut1013,mut1014,mut1015,mut1016,mut1017,mut1018,mut1021,mut1022,mut1023,mut1024,mut1025,mut1026,mut1027,mut1029,mut1030,mut1031,mut1032,mut1033,mut1034,mut1035,mut1036,mut1037,mut1038,mut1039,mut1040,mut1041,mut1042,mut1043,mut1044,mut1045,mut1046,mut1047,mut1048,mut1049,mut1050,mut1051,mut1053,mut1054,mut1055,mut1056,mut1057,mut1058,mut1059,mut1060,mut1061,mut1062,mut1063,mut1064,mut1065,mut1066,mut1067,mut1068,mut1070,mut1072,mut1073,mut1075,mut1076,mut1077,mut1079,mut1080,mut1081,mut1082,mut1083,mut1084,mut1085,mut1086,mut1087,mut1088,mut1089,mut1091,mut1093,mut1094,mut1095,mut1096,mut1097,mut1098,mut1099,mut1100,mut1101,mut1103,mut1104,mut1105,mut1106,mut1107,mut1108,mut1109,mut1110,mut1111,mut1112,mut1113,mut1114,mut1115,mut1116,mut1117,mut1118,mut1119,mut1120,mut1121,mut1122,mut1123,mut1124,mut1125,mut1126,mut1127,mut1128,mut1129,mut1130,mut1131,mut1132,mut1133,mut1134,mut1135,mut1136,mut1137,mut1138,mut1139,mut1140,mut1141,mut1142,mut1143,mut1144,mut1145,mut1146,mut1147,mut1148,mut1149,mut1150,mut1151,mut1152,mut1154,mut1155,mut1156,mut1157,mut1158,mut1159,mut1160,mut1162,mut1163,mut1164,mut1165,mut1166,mut1169,mut1170,mut1171,mut1172,mut1173,mut1174,mut1175,mut1177,mut1178,mut1179,mut1181,mut1182,mut1183,mut1184,mut1185,mut1186,mut1187,mut1188,mut1189,mut1190,mut1191,mut1192,mut1193,mut1194,mut1195,mut1197,mut1198,mut1199,mut1200,mut1201,mut1202,mut1203,mut1204,mut1205,mut1206,mut1207,mut1208,mut1209,mut1210,mut1212,mut1213,mut1216,mut1217,mut1218,mut1220,mut1222,mut1223,mut1224,mut1225,mut1226,mut1227,mut1228,mut1229,mut1230,mut1231,mut1232,mut1233,mut1234,mut1235,mut1237,mut1238,mut1239,mut1240,mut1241,mut1242,mut1243,mut1244,mut1245,mut1246,mut1247,mut1248,mut1249,mut1250,mut1251,mut1252,mut1253,mut1254,mut1255,mut1256,mut1257,mut1258,mut1259,mut1260,mut1261,mut1262,mut1264,mut1265,mut1266,mut1267,mut1269,mut1270,mut1271,mut1272,mut1273,mut1274,mut1275,mut1276,mut1277,mut1278,mut1279,mut1280,mut1281,mut1282,mut1283,mut1284,mut1285,mut1286,mut1287,mut1288,mut1290,mut1291,mut1292,mut1293,mut1294,mut1295,mut1296,mut1297,mut1298,mut1299,mut1300,mut1301,mut1302,mut1303,mut1304,mut1305,mut1306,mut1307,mut1308,mut1309,mut1310,mut1311,mut1313,mut1314,mut1315,mut1316,mut1317,mut1318,mut1319,mut1320,mut1321,mut1322,mut1323,mut1324,mut1325,mut1326,mut1327,mut1328,mut1329,mut1330,mut1331,mut1332,mut1333,mut1334,mut1335,mut1336,mut1338,mut1339,mut1341,mut1342,mut1343,mut1344,mut1345,mut1346,mut1347,mut1350,mut1351,mut1352,mut1354,mut1356,mut1357,mut1358,mut1359,mut1360,mut1361,mut1362,mut1363,mut1364,mut1365,mut1366,mut1367,mut1368,mut1370,mut1371,mut1372,mut1373,mut1374,mut1376,mut1377,mut1379,mut1380,mut1381,mut1382,mut1383,mut1384,mut1385,mut1386,mut1387,mut1388,mut1389,mut1390,mut1391,mut1392,mut1393,mut1394,mut1396,mut1397,mut1398,mut1399,mut1400,mut1401,mut1402,mut1403,mut1404,mut1405,mut1406,mut1410,mut1411,mut1412,mut1413,mut1414,mut1415,mut1417,mut1418,mut1419,mut1420,mut1422,mut1424,mut1425,mut1426,mut1427,mut1428,mut1429,mut1430,mut1431,mut1432,mut1433,mut1434,mut1435,mut1436,mut1437,mut1438,mut1439,mut1440,mut1441,mut1443,mut1444,mut1445,mut1447,mut1448,mut1449,mut1450,mut1451,mut1452,mut1453,mut1454,mut1455,mut1456,mut1457,mut1458,mut1459,mut1460,mut1461,mut1462,mut1463,mut1464,mut1465,mut1466,mut1467,mut1468,mut1469,mut1470,mut1471,mut1472,mut1473,mut1474,mut1475,mut1476,mut1477,mut1478,mut1479,mut1480,mut1481,mut1482,mut1483,mut1484,mut1485,mut1487,mut1488,mut1489,mut1490,mut1491,mut1492,mut1493,mut1494,mut1495,mut1496,mut1497,mut1498,mut1499,mut1500,mut1501,mut1502,mut1504,mut1505,mut1506,mut1507,mut1508,mut1509,mut1510,mut1511,mut1512,mut1513,mut1516,mut1517,mut1518,mut1519,mut1520,mut1521,mut1522,mut1523,mut1524,mut1525,mut1526,mut1527,mut1528,mut1529,mut1530,mut1531,mut1533,mut1534,mut1535,mut1536,mut1537,mut1538,mut1539,mut1540,mut1541,mut1542,mut1543,mut1544,mut1545,mut1546,mut1548,mut1549,mut1553,mut1554,mut1555,mut1556,mut1557,mut1558,mut1559,mut1560,mut1561,mut1562,mut1563,mut1564,mut1565,mut1566,mut1567,mut1569,mut1570,mut1571,mut1572,mut1573,mut1574,mut1575,mut1576,mut1577,mut1578,mut1579,mut1580,mut1581,mut1582,mut1583,mut1584,mut1585,mut1586,mut1587,mut1588,mut1589,mut1590,mut1591,mut1592,mut1593,mut1594,mut1595,mut1596,mut1597,mut1598,mut1599
2	1	mut29,mut61,mut69,mut125,mut177,mut178,mut191,mut251,mut295,mut362,mut383,mut403,mut405,mut425,mut488,mut530,mut552,mut562,mut663,mut735,mut740,mut773,mut794,mut825,mut831,mut848,mut902,mut937,mut941,mut1011,mut1019,mut1028,mut1069,mut1071,mut1090,mut1161,mut1219,mut1221,mut1236,mut1289,mut1337,mut1340,mut1395,mut1416,mut1550,mut1551,mut1552,mut1568
4	1	mut3,mut12,mut13,mut17,mut22,mut35,mut36,mut38,mut68,mut78,mut81,mut120,mut135,mut151,mut327,mut369,mut478,mut490,mut492,mut514,mut522,mut821,mut1020,mut1052,mut1211,mut1268,mut1312,mut1408
5	ROOT	mut160,mut285,mut436,mut448,mut455,mut567,mut589,mut598,mut605,mut608,mut896,mut1153,mut1167,mut1168,mut1176,mut1180,mut1196,mut1214,mut1215,mut1349,mut1353,mut1375,mut1409,mut1421,mut1423,mut1486,mut1514,mut1515
6	ROOT	mut123,mut131,mut181,mut273,mut276,mut306,mut317,mut409,mut524,mut596,mut689,mut833,mut916,mut970,mut1092,mut1102,mut1355,mut1369,mut1378,mut1407,mut1446,mut1503,mut1532,mut1547
8	1	mut16,mut138,mut268,mut411,mut529,mut575,mut641,mut666,mut686,mut909,mut1078,mut1442
10	ROOT	mut118,mut230,mut801,mut802,mut878,mut1263,mut1348
11	ROOT	mut56,mut236,mut249,mut479,mut1074
