node_id	parent_id	mutations
ROOT	ROOT	
1	ROOT	mut0,mut1,mut2,mut3,mut5,mut6,mut8,mut10,mut11,mut12,mut13,mut16,mut17,mut18,mut19,mut20,mut21,mut22,mut23,mut25,mut27,mut30,mut31,mut32,mut35,mut36,mut37,mut38,mut39,mut40,mut41,mut42,mut43,mut45,mut46,mut48,mut49,mut50,mut51,mut52,mut53,mut54,mut55,mut56,mut57,mut58,mut59,mut60,mut61,mut63,mut65,mut66,mut67,mut68,mut69,mut74,mut76,mut77,mut78,mut79,mut80,mut81,mut82,mut84,mut85,mut86,mut87,mut89,mut90,mut92,mut94,mut95,mut96,mut97,mut98,mut99,mut100,mut101,mut102,mut103,mut105,mut108,mut109,mut110,mut111,mut112,mut113,mut114,mut115,mut116,mut117,mut118,mut119,mut120,mut121,mut122,mut123,mut124,mut125,mut126,mut127,mut128,mut130,mut131,mut132,mut133,mut134,mut135,mut136,mut137,mut138,mut139,mut140,mut141,mut142,mut143,mut144,mut147,mut150,mut151,mut153,mut154,mut155,mut156,mut158,mut159,mut160,mut161,mut163,mut165,mut166,mut167,mut168,mut169,mut170,mut171,mut172,mut175,mut176,mut177,mut178,mut179,mut180,mut182,mut184,mut185,mut186,mut187,mut188,mut189,mut190,mut192,mut193,mut196,mut197,mut198,mut199,mut201,mut202,mut203,mut204,mut206,mut207,mut208,mut209,mut210,mut211,mut212,mut213,mut215,mut218,mut219,mut220,mut221,mut222,mut223,mut225,mut226,mut227,mut228,mut229,mut230,mut231,mut232,mut233,mut234,mut235,mut236,mut237,mut238,mut240,mut242,mut243,mut244,mut245,mut246,mut247,mut248,mut249,mut250,mut251,mut252,mut253,mut254,mut255,mut256,mut258,mut259,mut260,mut261,mut262,mut263,mut264,mut265,mut268,mut269,mut270,mut272,mut273,mut274,mut275,mut276,mut277,mut278,mut280,mut281,mut282,mut284,mut285,mut288,mut289,mut290,mut292,mut293,mut294,mut295,mut296,mut297,mut298,mut299,mut300,mut301,mut303,mut304,mut306,mut307,mut308,mut310,mut311,mut312,mut313,mut314,mut316,mut317,mut318,mut320,mut323,mut324,mut325,mut326,mut327,mut328,mut330,mut331,mut332,mut333,mut334,mut337,mut339,mut340,mut341,mut342,mut344,mut345,mut346,mut347,mut348,mut349,mut350,mut351,mut352,mut353,mut354,mut355,mut357,mut358,mut359,mut360,mut361,mut363,mut364,mut365,mut366,mut367,mut368,mut370,mut371,mut372,mut376,mut377,mut378,mut379,mut381,mut382,mut383,mut384,mut385,mut386,mut387,mut388,mut389,mut392,mut393,mut394,mut395,mut396,mut397,mut398,mut400,mut401,mut402,mut403,mut404,mut405,mut406,mut407,mut408,mut409,mut410,mut411,mut412,mut414,mut415,mut416,mut417,mut419,mut420,mut421,mut424,mut425,mut428,mut431,mut433,mut434,mut435,mut436,mut438,mut439,mut440,mut443,mut444,mut447,mut448,mut449,mut451,mut452,mut453,mut454,mut455,mut456,mut457,mut458,mut459,mut460,mut461,mut462,mut463,mut465,mut466,mut467,mut468,mut470,mut471,mut472,mut474,mut476,mut477,mut478,mut479,mut480,mut481,mut482,mut483,mut485,mut486,mut488,mut489,mut490,mut491,mut492,mut494,mut495,mut497,mut498,mut499,mut500,mut501,mut502,mut503,mut504,mut506,mut507,mut508,mut509,mut510,mut511,mut512,mut513,mut514,mut515,mut516,mut517,mut518,mut519,mut520,mut521,mut522,mut523,mut524,mut525,mut526,mut527,mut529,mut530,mut533,mut534,mut536,mut537,mut538,mut539,mut540,mut541,mut542,mut543,mut544,mut545,mut546,mut547,mut548,mut549,mut550,mut551,mut552,mut553,mut554,mut555,mut556,mut557,mut559,mut560,mut561,mut562,mut563,mut564,mut565,mut566,mut569,mut570,mut572,mut573,mut575,mut576,mut577,mut578,mut579,mut580,mut581,mut583,mut584,mut585,mut586,mut587,mut588,mut589,mut590,mut591,mut592,mut596,mut597,mut598,mut599,mut600,mut601,mut603,mut604,mut605,mut606,mut607,mut608,mut609,mut610,mut611,mut612,mut613,mut614,mut615,mut616,mut617,mut619,mut620,mut621,mut622,mut623,mut624,mut625,mut626,mut627,mut628,mut629,mut630,mut631,mut632,mut633,mut634,mut636,mut637,mut638,mut639,mut640,mut643,mut644,mut645,mut649,mut650,mut651,mut652,mut653,mut654,mut655,mut656,mut658,mut659,mut660,mut662,mut663,mut664,mut666,mut667,mut668,mut670,mut672,mut673,mut674,mut675,mut676,mut677,mut678,mut679,mut681,mut682,mut684,mut685,mut687,mut688,mut689,mut690,mut692,mut694,mut695,mut697,mut698,mut699,mut700,mut701,mut702,mut703,mut704,mut705,mut707,mut708,mut710,mut711,mut712,mut713,mut714,mut716,mut717,mut718,mut719,mut720,mut721,mut723,mut724,mut726,mut727,mut729,mut730,mut731,mut732,mut733,mut734,mut736,mut737,mut738,mut739,mut741,mut742,mut743,mut744,mut746,mut748,mut749,mut750,mut753,mut754,mut755,mut756,mut757,mut758,mut759,mut760,mut762,mut764,mut765,mut766,mut767,mut768,mut769,mut770,mut771,mut772,mut773,mut774,mut775,mut776,mut777,mut778,mut779,mut781,mut782,mut783,mut784,mut785,mut786,mut787,mut789,mut790,mut791,mut792,mut793,mut794,mut795,mut796,mut797,mut801,mut802,mut803,mut804,mut805,mut806,mut807,mut808,mut809,mut810,mut811,mut812,mut813,mut814,mut815,mut816,mut817,mut819,mut820,mut821,mut822,mut823,mut827,mut828,mut829,mut831,mut832,mut833,mut834,mut835,mut836,mut837,mut838,mut840,mut842,mut843,mut845,mut846,mut847,mut848,mut849,mut850,mut851,mut852,mut853,mut854,mut855,mut856,mut857,mut858,mut859,mut860,mut861,mut862,mut863,mut864,mut865,mut866,mut867,mut868,mut869,mut870,mut873,mut874,mut875,mut876,mut877,mut878,mut879,mut880,mut881,mut882,mut883,mut884,mut885,mut886,mut887,mut888,mut890,mut891,mut892,mut895,mut896,mut897,mut899,mut900,mut901,mut902,mut903,mut904,mut905,mut906,mut907,mut910,mut911,mut912,mut914,mut915,mut916,mut917,mut919,mut920,mut921,mut922,mut923,mut924,mut925,mut926,mut927,mut929
5	ROOT	mut64,mut93,mut148,mut157,mut315,mut338,mut422,mut441,mut442,mut464,mut473,mut475,mut487,mut571,mut602,mut641,mut648,mut665,mut669,mut709,mut715,mut824
8	ROOT	mut149,mut174,mut437,mut446,mut469,mut531,mut568,mut642,mut657,mut691,mut799,mut908,mut909
10	1	mut26,mut83,mut216,mut302,mut305,mut329,mut374,mut375,mut593,mut818
7	10	mut14,mut28,mut33,mut34,mut44,mut162,mut183,mut191,mut321,mut336,mut391,mut413,mut426,mut493,mut582,mut635,mut872
2	7	mut15,mut75,mut129,mut145,mut146,mut194,mut214,mut224,mut239,mut241,mut257,mut283,mut286,mut309,mut369,mut380,mut423,mut427,mut484,mut535,mut683,mut693,mut696,mut725,mut752,mut763,mut839,mut841,mut893,mut898
11	7	mut73,mut104,mut217,mut496,mut574,mut745,mut751,mut761,mut798,mut825
9	11	mut4,mut47,mut91,mut106,mut107,mut173,mut319,mut728,mut740,mut871,mut918
12	7	mut29,mut62,mut195,mut279,mut291,mut356,mut373,mut418,mut686,mut788
