node_id	parent_id	labels
1	ROOT	mut3,mut6,mut35,mut45,mut55,mut57,mut58,mut59,mut60,mut65,mut70,mut75,mut76,mut85,mut92,mut97,mut98,mut101,mut110,mut114,mut116,mut118,mut120,mut122,mut133,mut135,mut137,mut142,mut144,mut145,mut150,mut152,mut158,mut161,mut165,mut167,mut171,mut175,mut176,mut177,mut198,mut202,mut207,mut209,mut214,mut217,mut221,mut225,mut232,mut235,mut241,mut245,mut249,mut250,mut259,mut261,mut264,mut266,mut268,mut272,mut273,mut276,mut277,mut282,mut287,mut296,mut300,mut312,mut315,mut321,mut325,mut328,mut330,mut334,mut339,mut349,mut358,mut359,mut360,mut362,mut364,mut369,mut374,mut378,mut379,mut385,mut389,mut391,mut419,mut421,mut422,mut427,mut429,mut441,mut446,mut450,mut455,mut457,mut465,mut479,mut481,mut485,mut497,mut508,mut511,mut518,mut519,mut522,mut533,mut540,mut546,mut550,mut551,mut555,mut559,mut560,mut562
10	1	mut4,mut51,mut87,mut94,mut119,mut121,mut178,mut215,mut239,mut279,mut283,mut376,mut414,mut440,mut536,mut537,mut565,mut566
18	10	mut33,mut194,mut311,mut443,mut451,mut473,mut492,mut512,mut543
19	18	mut103,mut104,mut126,mut218,mut290,mut319,mut361,mut411,mut534
6	18	mut7,mut38,mut66,mut74,mut99,mut102,mut148,mut201,mut204,mut208,mut210,mut226,mut233,mut252,mut256,mut258,mut278,mut307,mut407,mut468,mut470,mut486,mut490,mut499,mut507,mut523,mut552,mut558
31	19	mut18,mut212,mut396,mut488,mut572
32	1	mut147,mut295,mut393,mut506,mut516
3	32	mut0,mut13,mut44,mut49,mut53,mut79,mut95,mut125,mut128,mut143,mut169,mut179,mut189,mut244,mut253,mut267,mut280,mut284,mut297,mut313,mut316,mut322,mut351,mut370,mut371,mut405,mut410,mut420,mut436,mut445,mut448,mut449,mut463,mut489,mut491,mut524,mut544,mut549,mut554,mut561,mut567
28	3	mut46,mut71,mut231,mut291,mut428
2	1	mut12,mut31,mut36,mut50,mut52,mut62,mut72,mut78,mut91,mut113,mut127,mut129,mut131,mut132,mut134,mut138,mut140,mut151,mut159,mut162,mut166,mut168,mut172,mut181,mut183,mut185,mut195,mut205,mut211,mut219,mut223,mut227,mut237,mut246,mut265,mut274,mut281,mut285,mut308,mut310,mut318,mut323,mut324,mut327,mut335,mut337,mut340,mut344,mut346,mut350,mut356,mut363,mut368,mut372,mut383,mut388,mut392,mut400,mut402,mut404,mut417,mut425,mut435,mut437,mut454,mut456,mut480,mut483,mut493,mut501,mut509,mut515,mut528,mut538,mut539,mut547,mut556,mut563,mut569
9	31	mut8,mut24,mut42,mut43,mut67,mut199,mut203,mut222,mut234,mut240,mut303,mut320,mut331,mut355,mut386,mut387,mut467,mut541,mut570
14	18	mut1,mut27,mut139,mut192,mut197,mut299,mut326,mut357,mut366,mut373,mut381,mut498
