node_id	parent_id	labels
1	ROOT	mut1,mut8,mut10,mut11,mut18,mut19,mut20,mut21,mut24,mut31,mut37,mut43,mut45,mut51,mut52,mut64,mut65,mut67,mut69,mut70,mut77,mut80,mut81,mut82,mut85,mut88,mut90,mut91,mut94,mut100,mut101,mut107,mut111,mut112,mut117,mut122,mut131,mut138,mut139,mut140,mut145,mut150,mut152,mut153,mut154,mut158,mut160,mut164,mut166,mut168,mut175,mut179,mut181,mut183,mut184,mut194,mut198,mut201,mut204,mut205,mut206,mut209,mut212,mut213,mut224,mut227,mut230,mut236,mut240,mut241,mut250,mut253,mut259,mut261,mut265,mut268,mut272,mut274,mut279,mut284,mut287,mut289,mut291,mut294,mut299,mut300,mut307,mut309,mut311,mut316,mut317,mut320,mut322,mut327,mut329,mut336,mut337,mut346,mut353,mut355,mut358,mut359,mut362,mut365,mut375,mut376,mut383,mut384,mut386,mut388,mut389,mut398,mut399,mut402,mut406,mut408,mut409,mut411,mut413,mut415,mut418,mut425,mut429,mut433,mut435,mut436,mut440,mut443,mut451,mut457,mut461,mut463,mut464,mut465,mut466,mut469,mut471,mut472,mut479,mut484,mut486,mut491,mut499,mut501,mut503,mut506,mut511,mut513
2	1	mut12,mut30,mut36,mut40,mut44,mut49,mut53,mut60,mut66,mut72,mut92,mut95,mut136,mut146,mut156,mut190,mut208,mut215,mut216,mut222,mut233,mut237,mut242,mut257,mut263,mut292,mut295,mut301,mut305,mut315,mut325,mut326,mut331,mut332,mut341,mut342,mut351,mut352,mut363,mut371,mut424,mut427,mut437,mut445,mut446,mut448,mut449,mut456,mut460,mut473,mut481,mut487,mut490,mut497,mut502,mut504,mut515,mut517
5	1	mut5,mut39,mut46,mut55,mut63,mut98,mut99,mut113,mut120,mut130,mut214,mut251,mut260,mut262,mut264,mut270,mut290,mut296,mut303,mut324,mut395,mut428,mut493,mut505
8	1	mut14,mut29,mut34,mut56,mut57,mut102,mut219,mut243,mut245,mut247,mut293,mut348,mut364,mut377,mut387,mut394,mut410,mut417,mut442,mut485
9	2	mut26,mut110,mut123,mut143,mut148,mut271,mut278,mut297,mut302,mut321,mut340,mut367,mut368,mut396,mut421,mut426,mut458,mut462,mut495
10	1	mut6,mut22,mut38,mut114,mut125,mut128,mut141,mut151,mut171,mut180,mut225,mut229,mut249,mut277,mut434,mut510
12	1	mut54,mut74,mut86,mut93,mut163,mut244,mut333,mut380,mut403,mut459,mut467,mut483,mut492
15	1	mut169,mut211,mut312,mut339,mut349,mut414,mut438,mut489
17	1	mut13,mut15,mut62,mut119,mut162,mut186,mut310
19	1	mut47,mut121,mut127,mut132,mut255,mut356,mut494
