node_id	parent_id	labels
1	ROOT	mut1,mut2,mut7,mut13,mut17,mut18,mut20,mut26,mut29,mut31,mut36,mut37,mut38,mut39,mut42,mut44,mut45,mut49,mut51,mut52,mut53,mut58,mut61,mut62,mut65,mut66,mut68,mut71,mut72,mut75,mut76,mut79,mut81,mut86,mut87,mut89,mut90,mut92,mut93,mut96,mut97,mut98,mut101,mut102,mut103,mut105,mut106,mut108,mut109,mut110,mut112,mut113,mut115,mut116,mut117,mut118,mut120,mut121,mut122,mut128,mut137,mut145,mut150,mut152,mut153,mut154,mut156,mut159,mut160,mut163,mut164,mut165,mut166,mut167,mut178,mut182,mut185,mut188,mut191,mut192,mut194,mut198,mut204,mut206,mut207,mut208,mut211,mut212,mut213,mut215,mut216,mut217,mut222,mut223,mut225,mut228,mut229,mut231,mut232,mut233,mut235,mut237,mut240,mut241,mut242,mut243,mut244,mut245,mut246,mut249,mut251,mut252,mut255,mut256,mut257,mut258,mut262,mut266,mut267,mut269,mut272,mut273,mut274,mut277,mut278,mut280,mut285,mut289,mut290,mut293,mut295,mut297,mut298,mut302,mut305,mut307,mut309,mut310,mut313,mut315,mut316,mut320,mut321,mut325,mut330,mut332,mut333,mut336,mut337,mut339,mut340,mut341,mut342,mut343,mut346,mut347,mut348,mut350,mut354,mut355,mut357,mut358,mut360,mut361,mut362,mut364,mut366,mut369,mut371,mut374,mut378,mut381,mut387,mut389,mut390,mut391,mut394,mut397,mut399,mut400,mut401,mut402,mut404,mut406,mut410,mut412,mut413,mut414,mut415,mut416,mut417,mut418,mut419,mut420,mut421,mut422,mut423,mut424,mut428,mut430,mut434,mut435,mut436,mut437,mut439,mut440,mut443,mut444,mut445,mut450,mut451,mut454,mut461,mut462,mut463,mut466,mut467,mut470,mut471,mut472,mut473,mut474,mut478,mut479,mut480,mut485,mut486,mut487,mut488,mut489,mut490,mut491,mut493,mut494,mut495,mut496,mut498,mut499,mut500,mut501,mut502,mut503,mut504,mut505,mut506,mut507,mut508,mut512,mut513,mut514,mut515,mut518,mut521,mut522,mut523,mut525,mut527,mut529,mut530,mut532,mut533,mut536,mut538,mut539,mut541,mut542,mut543,mut544,mut545,mut548,mut550,mut552,mut553,mut557,mut558,mut559,mut564,mut567,mut570,mut572,mut573,mut575,mut576,mut578,mut579,mut581,mut587,mut588,mut597,mut599,mut602,mut603,mut605,mut606,mut607,mut608,mut611,mut614,mut617,mut618,mut619,mut620,mut622,mut625,mut626,mut629,mut631,mut634,mut635,mut636,mut637,mut643,mut646,mut648,mut650,mut651,mut654,mut655,mut656,mut658,mut659,mut662,mut666,mut667,mut668,mut669,mut672,mut673,mut674,mut680,mut681,mut684,mut687,mut688,mut689,mut690,mut691,mut692,mut698,mut699,mut701,mut702,mut706,mut712,mut713,mut714,mut716,mut719,mut720,mut721,mut724,mut725,mut728,mut730,mut733,mut735,mut736,mut737,mut738,mut740,mut741,mut748,mut752,mut753,mut755,mut756,mut757,mut758,mut760,mut764,mut765,mut766,mut768,mut773,mut775,mut777,mut779,mut782,mut783,mut786,mut790,mut792,mut793,mut794,mut798,mut800,mut801,mut802,mut806,mut811,mut813,mut814,mut818,mut822,mut823,mut824,mut825,mut826,mut828,mut830,mut831,mut833,mut834,mut835,mut836,mut837,mut838,mut841,mut842,mut845,mut847,mut849,mut851,mut855,mut858,mut859,mut862,mut867,mut869,mut871,mut876,mut877,mut878,mut884,mut885,mut887,mut889,mut890,mut894,mut896,mut897,mut898,mut902,mut906,mut907,mut908,mut909,mut910,mut913,mut914,mut917,mut920,mut926,mut931,mut932,mut933,mut935,mut936,mut937,mut941,mut950,mut952,mut954,mut959,mut961,mut963,mut964,mut965,mut969,mut974,mut976,mut980,mut982,mut985,mut986,mut988,mut989,mut990,mut991,mut993,mut994,mut995,mut996,mut997,mut1002,mut1004,mut1005,mut1007,mut1008,mut1013,mut1014,mut1016,mut1017,mut1019,mut1021,mut1023,mut1025,mut1026,mut1028,mut1029,mut1030,mut1031,mut1033,mut1034,mut1035,mut1036,mut1039,mut1043,mut1045,mut1046,mut1047,mut1050,mut1051,mut1059,mut1060,mut1061,mut1063,mut1066,mut1069,mut1070,mut1073,mut1074,mut1075,mut1078,mut1079,mut1086,mut1089,mut1090,mut1091,mut1092,mut1093,mut1095,mut1098,mut1101,mut1102,mut1104,mut1105,mut1106,mut1107,mut1108,mut1110,mut1111,mut1112,mut1116,mut1117,mut1119,mut1122,mut1123,mut1124,mut1129,mut1132,mut1133,mut1136,mut1137,mut1139,mut1141,mut1142,mut1143,mut1146,mut1147,mut1149,mut1152,mut1153,mut1155,mut1157,mut1158,mut1159,mut1164,mut1165,mut1168,mut1169,mut1170,mut1172,mut1174,mut1177,mut1178,mut1180,mut1181,mut1184,mut1187,mut1189,mut1190,mut1192,mut1194,mut1195,mut1196,mut1198,mut1202,mut1203,mut1204,mut1205,mut1206,mut1209,mut1211,mut1212,mut1213,mut1214,mut1215,mut1216,mut1217,mut1218,mut1219,mut1220,mut1225,mut1228,mut1229,mut1230,mut1233,mut1234,mut1237,mut1238,mut1239,mut1240,mut1241,mut1242,mut1243,mut1245,mut1246,mut1247,mut1249,mut1250,mut1251,mut1252,mut1254,mut1259,mut1265,mut1268,mut1269,mut1271,mut1272,mut1273,mut1274,mut1276,mut1277,mut1279,mut1282,mut1283,mut1285,mut1287,mut1288,mut1289,mut1291,mut1292,mut1294,mut1297,mut1301,mut1303,mut1304,mut1306,mut1307,mut1308,mut1311,mut1313,mut1314,mut1315,mut1317,mut1319,mut1320,mut1331,mut1332,mut1333,mut1334,mut1336,mut1337,mut1338,mut1340,mut1342,mut1343,mut1345,mut1346,mut1347,mut1350,mut1352,mut1353,mut1357,mut1361,mut1362,mut1363,mut1366,mut1369,mut1372,mut1374,mut1377,mut1379,mut1380,mut1381,mut1385,mut1387,mut1391,mut1397,mut1398,mut1400,mut1401,mut1407,mut1408,mut1409,mut1415,mut1417,mut1418,mut1420,mut1421,mut1425,mut1427,mut1428,mut1430,mut1434,mut1438,mut1439,mut1442,mut1444,mut1445,mut1448,mut1449,mut1453,mut1454,mut1455,mut1456,mut1459,mut1460,mut1470,mut1472,mut1474,mut1476,mut1481,mut1485,mut1486,mut1487,mut1489,mut1491,mut1492,mut1493,mut1495,mut1496,mut1498,mut1501,mut1502,mut1503,mut1504,mut1508,mut1509,mut1510,mut1514,mut1515,mut1519,mut1520,mut1524,mut1528,mut1530,mut1535,mut1536,mut1539,mut1542,mut1546,mut1549,mut1551,mut1554,mut1555,mut1556,mut1558,mut1559,mut1564,mut1566,mut1567,mut1568,mut1570,mut1572,mut1577,mut1578,mut1580,mut1584,mut1586,mut1589,mut1592,mut1593,mut1594,mut1596,mut1598,mut1599,mut1601,mut1602,mut1603,mut1605,mut1609,mut1612,mut1616,mut1617,mut1624,mut1625,mut1627,mut1629,mut1630,mut1633,mut1634,mut1635,mut1636,mut1637,mut1639,mut1640,mut1643,mut1646,mut1647,mut1651,mut1653,mut1658,mut1659,mut1660,mut1661,mut1662,mut1664,mut1665,mut1666,mut1667,mut1670,mut1671,mut1673,mut1674,mut1678,mut1679,mut1684,mut1685,mut1686,mut1689,mut1693,mut1694,mut1695,mut1696,mut1697,mut1698,mut1699,mut1701,mut1703,mut1704,mut1706,mut1709,mut1710,mut1711,mut1716,mut1717,mut1719,mut1720,mut1721,mut1722,mut1725,mut1726,mut1727,mut1728,mut1729,mut1731,mut1732,mut1733,mut1736,mut1737,mut1739,mut1743,mut1745,mut1746,mut1748,mut1754,mut1759,mut1760,mut1761,mut1762,mut1763,mut1766,mut1767,mut1768,mut1769,mut1770,mut1771,mut1774,mut1775,mut1777,mut1779,mut1781,mut1782,mut1785,mut1789,mut1790,mut1791,mut1792,mut1793,mut1794,mut1799,mut1800,mut1801,mut1804,mut1805,mut1807,mut1818,mut1819,mut1821,mut1822,mut1824
18	1	mut4,mut43,mut202,mut226,mut230,mut260,mut276,mut432,mut497,mut517,mut624,mut644,mut670,mut678,mut679,mut708,mut771,mut1041,mut1049,mut1055,mut1310,mut1405,mut1411,mut1484,mut1511,mut1654
36	1	mut22,mut34,mut78,mut407,mut630,mut709,mut1312,mut1396,mut1443,mut1734,mut1810
30	36	mut27,mut186,mut344,mut537,mut580,mut591,mut872,mut1024,mut1058,mut1210,mut1537,mut1538,mut1652,mut1683
15	30	mut161,mut287,mut306,mut329,mut449,mut456,mut540,mut551,mut590,mut641,mut682,mut697,mut791,mut829,mut848,mut852,mut879,mut923,mut1068,mut1125,mut1160,mut1191,mut1264,mut1423,mut1518,mut1531,mut1540,mut1574,mut1808
17	15	mut146,mut158,mut171,mut203,mut214,mut294,mut323,mut393,mut408,mut458,mut577,mut734,mut809,mut816,mut873,mut893,mut922,mut972,mut1100,mut1144,mut1201,mut1399,mut1426,mut1712,mut1741,mut1787,mut1788
25	36	mut35,mut54,mut60,mut95,mut281,mut409,mut592,mut610,mut638,mut905,mut1020,mut1022,mut1185,mut1223,mut1257,mut1464,mut1631
13	25	mut15,mut83,mut184,mut328,mut384,mut385,mut457,mut628,mut795,mut850,mut880,mut881,mut883,mut891,mut1121,mut1162,mut1253,mut1258,mut1275,mut1300,mut1305,mut1326,mut1378,mut1440,mut1467,mut1471,mut1497,mut1644,mut1688,mut1795,mut1797
3	13	mut3,mut19,mut24,mut56,mut57,mut67,mut70,mut77,mut114,mut130,mut135,mut136,mut138,mut151,mut169,mut173,mut175,mut181,mut187,mut197,mut234,mut288,mut311,mut314,mut318,mut331,mut383,mut398,mut427,mut431,mut442,mut446,mut447,mut511,mut535,mut555,mut566,mut574,mut582,mut589,mut593,mut594,mut639,mut640,mut703,mut761,mut763,mut767,mut776,mut781,mut787,mut796,mut807,mut819,mut820,mut821,mut843,mut857,mut860,mut874,mut888,mut899,mut940,mut945,mut984,mut1048,mut1052,mut1056,mut1057,mut1109,mut1113,mut1114,mut1118,mut1128,mut1156,mut1197,mut1222,mut1227,mut1248,mut1255,mut1256,mut1260,mut1270,mut1278,mut1281,mut1329,mut1355,mut1367,mut1383,mut1386,mut1403,mut1410,mut1429,mut1465,mut1479,mut1499,mut1527,mut1547,mut1552,mut1560,mut1563,mut1585,mut1595,mut1607,mut1610,mut1613,mut1619,mut1620,mut1641,mut1669,mut1707,mut1708,mut1715,mut1812
43	3	mut205,mut870,mut1135,mut1638,mut1681
